ENSEMBL_gene,HGNC_symbol,HGNC_symbol_unique
ENSG00000267555,ENSG00000267555.1,ENSG00000267555.1-267555
ENSG00000201967,RN7SKP22,RN7SKP22-201967
ENSG00000239988,RPL31P60,RPL31P60-239988
ENSG00000267611,ENSG00000267611.1,ENSG00000267611.1-267611
ENSG00000267725,ENSG00000267725.1,ENSG00000267725.1-267725
ENSG00000289378,ENSG00000289378.1,ENSG00000289378.1-289378
ENSG00000267054,ENSG00000267054.1,ENSG00000267054.1-267054
ENSG00000273420,ENSG00000273420.1,ENSG00000273420.1-273420
ENSG00000267714,SLC7A10-AS1,SLC7A10-AS1-267714
ENSG00000270212,ENSG00000270212.1,ENSG00000270212.1-270212
ENSG00000267580,ENSG00000267580.1,ENSG00000267580.1-267580
ENSG00000267727,ENSG00000267727.1,ENSG00000267727.1-267727
ENSG00000267296,CEBPA-DT,CEBPA-DT-267296
ENSG00000267130,ENSG00000267130.1,ENSG00000267130.1-267130
ENSG00000243864,RPS3AP50,RPS3AP50-243864
ENSG00000266985,ENSG00000266985.1,ENSG00000266985.1-266985
ENSG00000232429,RPL21P131,RPL21P131-232429
ENSG00000289539,ENSG00000289539.1,ENSG00000289539.1-289539
ENSG00000277013,SUNO1,SUNO1-277013
ENSG00000287526,ENSG00000287526.1,ENSG00000287526.1-287526
ENSG00000239253,RPS4XP23,RPS4XP23-239253
ENSG00000249987,RPS4XP20,RPS4XP20-249987
ENSG00000186008,RPS4XP21,RPS4XP21-186008
ENSG00000257074,RPL29P33,RPL29P33-257074
ENSG00000267219,ENSG00000267219.1,ENSG00000267219.1-267219
ENSG00000266953,ENSG00000266953.6,ENSG00000266953.6-266953
ENSG00000267024,ENSG00000267024.1,ENSG00000267024.1-267024
ENSG00000239210,RPS26P55,RPS26P55-239210
ENSG00000271049,ENSG00000271049.1,ENSG00000271049.1-271049
ENSG00000252230,ENSG00000252230.1,ENSG00000252230.1-252230
ENSG00000268683,ENSG00000268683.1,ENSG00000268683.1-268683
ENSG00000279971,ENSG00000279971.1,ENSG00000279971.1-279971
ENSG00000279329,ENSG00000279329.1,ENSG00000279329.1-279329
ENSG00000274104,ENSG00000274104.2,ENSG00000274104.2-274104
ENSG00000270281,ENSG00000270281.1,ENSG00000270281.1-270281
ENSG00000267767,LINC01801,LINC01801-267767
ENSG00000261754,ENSG00000261754.2,ENSG00000261754.2-261754
ENSG00000271666,ENSG00000271666.1,ENSG00000271666.1-271666
ENSG00000269086,LINC02965,LINC02965-269086
ENSG00000271109,LINC03049,LINC03049-271109
ENSG00000270624,ENSG00000270624.1,ENSG00000270624.1-270624
ENSG00000271171,LINC00904,LINC00904-271171
ENSG00000269037,LINC01838,LINC01838-269037
ENSG00000270876,ZNF30-AS1,ZNF30-AS1-270876
ENSG00000280106,ENSG00000280106.1,ENSG00000280106.1-280106
ENSG00000269303,GRAMD1A-AS1,GRAMD1A-AS1-269303
ENSG00000271032,ENSG00000271032.1,ENSG00000271032.1-271032
ENSG00000227392,HPN-AS1,HPN-AS1-227392
ENSG00000179066,ENSG00000179066.8,ENSG00000179066.8-179066
ENSG00000285526,ENSG00000285526.1,ENSG00000285526.1-285526
ENSG00000279619,ENSG00000279619.1,ENSG00000279619.1-279619
ENSG00000221857,ENSG00000221857.7,ENSG00000221857.7-221857
ENSG00000271366,ENSG00000271366.1,ENSG00000271366.1-271366
ENSG00000268947,ENSG00000268947.1,ENSG00000268947.1-268947
ENSG00000288942,ENSG00000288942.1,ENSG00000288942.1-288942
ENSG00000289845,ENSG00000289845.1,ENSG00000289845.1-289845
ENSG00000269553,ENSG00000269553.1,ENSG00000269553.1-269553
ENSG00000205786,LINC01531,LINC01531-205786
ENSG00000283479,ENSG00000283479.1,ENSG00000283479.1-283479
ENSG00000233214,ENSG00000233214.1,ENSG00000233214.1-233214
ENSG00000232680,ENSG00000232680.2,ENSG00000232680.2-232680
ENSG00000288731,ENSG00000288731.1,ENSG00000288731.1-288731
ENSG00000289246,ENSG00000289246.2,ENSG00000289246.2-289246
ENSG00000236144,TMEM147-AS1,TMEM147-AS1-236144
ENSG00000283907,ENSG00000283907.2,ENSG00000283907.2-283907
ENSG00000291292,ENSG00000291292.1,ENSG00000291292.1-291292
ENSG00000224910,LINC01766,LINC01766-224910
ENSG00000267626,HAUS5-DT,HAUS5-DT-267626
ENSG00000126267,COX6B1,COX6B1-126267
ENSG00000226510,UPK1A-AS1,UPK1A-AS1-226510
ENSG00000267120,ENSG00000267120.3,ENSG00000267120.3-267120
ENSG00000188223,ENSG00000188223.9,ENSG00000188223.9-188223
ENSG00000267439,ENSG00000267439.1,ENSG00000267439.1-267439
ENSG00000267328,ENSG00000267328.1,ENSG00000267328.1-267328
ENSG00000267049,ENSG00000267049.1,ENSG00000267049.1-267049
ENSG00000280194,ENSG00000280194.1,ENSG00000280194.1-280194
ENSG00000267786,ENSG00000267786.1,ENSG00000267786.1-267786
ENSG00000267113,ENSG00000267113.1,ENSG00000267113.1-267113
ENSG00000267388,ENSG00000267388.1,ENSG00000267388.1-267388
ENSG00000205138,SDHAF1,SDHAF1-205138
ENSG00000248101,ENSG00000248101.2,ENSG00000248101.2-248101
ENSG00000267698,ENSG00000267698.2,ENSG00000267698.2-267698
ENSG00000280023,ENSG00000280023.1,ENSG00000280023.1-280023
ENSG00000279504,ENSG00000279504.1,ENSG00000279504.1-279504
ENSG00000270760,ENSG00000270760.1,ENSG00000270760.1-270760
ENSG00000161281,COX7A1,COX7A1-161281
ENSG00000267005,ENSG00000267005.1,ENSG00000267005.1-267005
ENSG00000200179,Y_RNA,Y_RNA-200179
ENSG00000267053,CYKILR,CYKILR-267053
ENSG00000232677,LINC00665,LINC00665-232677
ENSG00000266973,ENSG00000266973.1,ENSG00000266973.1-266973
ENSG00000267363,ENSG00000267363.1,ENSG00000267363.1-267363
ENSG00000267142,ENSG00000267142.1,ENSG00000267142.1-267142
ENSG00000267309,ZNF566-AS1,ZNF566-AS1-267309
ENSG00000228629,ENSG00000228629.2,ENSG00000228629.2-228629
ENSG00000233527,ZNF529-AS1,ZNF529-AS1-233527
ENSG00000276071,ENSG00000276071.1,ENSG00000276071.1-276071
ENSG00000225975,ZNF567-DT,ZNF567-DT-225975
ENSG00000267260,ENSG00000267260.4,ENSG00000267260.4-267260
ENSG00000267353,ENSG00000267353.1,ENSG00000267353.1-267353
ENSG00000267254,ZNF790-AS1,ZNF790-AS1-267254
ENSG00000291239,ENSG00000291239.1,ENSG00000291239.1-291239
ENSG00000206669,Y_RNA,Y_RNA-206669
ENSG00000243297,RPL31P61,RPL31P61-243297
ENSG00000275547,ENSG00000275547.1,ENSG00000275547.1-275547
ENSG00000267345,ENSG00000267345.2,ENSG00000267345.2-267345
ENSG00000267672,ENSG00000267672.1,ENSG00000267672.1-267672
ENSG00000267360,ENSG00000267360.6,ENSG00000267360.6-267360
ENSG00000267437,ENSG00000267437.1,ENSG00000267437.1-267437
ENSG00000267605,ENSG00000267605.8,ENSG00000267605.8-267605
ENSG00000226686,LINC01535,LINC01535-226686
ENSG00000286449,ENSG00000286449.1,ENSG00000286449.1-286449
ENSG00000276846,ENSG00000276846.1,ENSG00000276846.1-276846
ENSG00000267682,ENSG00000267682.1,ENSG00000267682.1-267682
ENSG00000279936,ENSG00000279936.1,ENSG00000279936.1-279936
ENSG00000266916,ZNF793-AS1,ZNF793-AS1-266916
ENSG00000267115,ENSG00000267115.1,ENSG00000267115.1-267115
ENSG00000180458,ENSG00000180458.2,ENSG00000180458.2-180458
ENSG00000267470,ZNF571-AS1,ZNF571-AS1-267470
ENSG00000267552,ENSG00000267552.6,ENSG00000267552.6-267552
ENSG00000289748,ENSG00000289748.1,ENSG00000289748.1-289748
ENSG00000267152,ENSG00000267152.1,ENSG00000267152.1-267152
ENSG00000287496,ENSG00000287496.1,ENSG00000287496.1-287496
ENSG00000267422,ENSG00000267422.1,ENSG00000267422.1-267422
ENSG00000291089,ENSG00000291089.1,ENSG00000291089.1-291089
ENSG00000267640,ENSG00000267640.9,ENSG00000267640.9-267640
ENSG00000268051,ENSG00000268051.1,ENSG00000268051.1-268051
ENSG00000268764,ENSG00000268764.1,ENSG00000268764.1-268764
ENSG00000269653,ENSG00000269653.1,ENSG00000269653.1-269653
ENSG00000268499,ENSG00000268499.1,ENSG00000268499.1-268499
ENSG00000267748,ENSG00000267748.4,ENSG00000267748.4-267748
ENSG00000286037,ENSG00000286037.1,ENSG00000286037.1-286037
ENSG00000200209,Y_RNA,Y_RNA-200209
ENSG00000266963,ENSG00000266963.1,ENSG00000266963.1-266963
ENSG00000267090,ENSG00000267090.1,ENSG00000267090.1-267090
ENSG00000269445,ENSG00000269445.1,ENSG00000269445.1-269445
ENSG00000268055,ENSG00000268055.2,ENSG00000268055.2-268055
ENSG00000267291,MAP4K1-AS1,MAP4K1-AS1-267291
ENSG00000267375,ENSG00000267375.1,ENSG00000267375.1-267375
ENSG00000267892,ENSG00000267892.1,ENSG00000267892.1-267892
ENSG00000268083,ENSG00000268083.5,ENSG00000268083.5-268083
ENSG00000268756,ENSG00000268756.1,ENSG00000268756.1-268756
ENSG00000269688,ENSG00000269688.1,ENSG00000269688.1-269688
ENSG00000269050,ENSG00000269050.1,ENSG00000269050.1-269050
ENSG00000269547,ENSG00000269547.1,ENSG00000269547.1-269547
ENSG00000128626,MRPS12,MRPS12-128626
ENSG00000287271,ENSG00000287271.1,ENSG00000287271.1-287271
ENSG00000267992,ENSG00000267992.1,ENSG00000267992.1-267992
ENSG00000269172,PAK4-AS1,PAK4-AS1-269172
ENSG00000290031,ENSG00000290031.1,ENSG00000290031.1-290031
ENSG00000269246,ENSG00000269246.2,ENSG00000269246.2-269246
ENSG00000288919,ENSG00000288919.1,ENSG00000288919.1-288919
ENSG00000105193,RPS16,RPS16-105193
ENSG00000288770,ENSG00000288770.1,ENSG00000288770.1-288770
ENSG00000269792,ENSG00000269792.1,ENSG00000269792.1-269792
ENSG00000269588,ENSG00000269588.1,ENSG00000269588.1-269588
ENSG00000269188,ENSG00000269188.1,ENSG00000269188.1-269188
ENSG00000244253,RPS29P24,RPS29P24-244253
ENSG00000243581,RPS29P25,RPS29P25-243581
ENSG00000239320,RPS29P26,RPS29P26-239320
ENSG00000269519,ENSG00000269519.1,ENSG00000269519.1-269519
ENSG00000290598,ENSG00000290598.1,ENSG00000290598.1-290598
ENSG00000268153,ENSG00000268153.6,ENSG00000268153.6-268153
ENSG00000268243,RPS29P30,RPS29P30-268243
ENSG00000291086,LGALS17A,LGALS17A-291086
ENSG00000226025,ENSG00000226025.12,ENSG00000226025.12-226025
ENSG00000269460,ENSG00000269460.1,ENSG00000269460.1-269460
ENSG00000268088,ENSG00000268088.1,ENSG00000268088.1-268088
ENSG00000240320,RPS29P27,RPS29P27-240320
ENSG00000278813,ENSG00000278813.1,ENSG00000278813.1-278813
ENSG00000276445,ENSG00000276445.1,ENSG00000276445.1-276445
ENSG00000291312,ENSG00000291312.1,ENSG00000291312.1-291312
ENSG00000269069,ENSG00000269069.1,ENSG00000269069.1-269069
ENSG00000269749,ENSG00000269749.1,ENSG00000269749.1-269749
ENSG00000269296,ENSG00000269296.1,ENSG00000269296.1-269296
ENSG00000205041,ENSG00000205041.1,ENSG00000205041.1-205041
ENSG00000207281,Y_RNA,Y_RNA-207281
ENSG00000206925,Y_RNA,Y_RNA-206925
ENSG00000279759,ENSG00000279759.1,ENSG00000279759.1-279759
ENSG00000277453,ENSG00000277453.1,ENSG00000277453.1-277453
ENSG00000268366,SERTAD3-AS1,SERTAD3-AS1-268366
ENSG00000277510,Metazoa_SRP,Metazoa_SRP-277510
ENSG00000282951,ENSG00000282951.1,ENSG00000282951.1-282951
ENSG00000268797,ENSG00000268797.1,ENSG00000268797.1-268797
ENSG00000269843,ENSG00000269843.1,ENSG00000269843.1-269843
ENSG00000279108,ENSG00000279108.1,ENSG00000279108.1-279108
ENSG00000269353,ENSG00000269353.1,ENSG00000269353.1-269353
ENSG00000271299,ENSG00000271299.1,ENSG00000271299.1-271299
ENSG00000224476,RPL36P16,RPL36P16-224476
ENSG00000269652,ENSG00000269652.1,ENSG00000269652.1-269652
ENSG00000286177,ENSG00000286177.1,ENSG00000286177.1-286177
ENSG00000255730,ENSG00000255730.5,ENSG00000255730.5-255730
ENSG00000277744,ENSG00000277744.1,ENSG00000277744.1-277744
ENSG00000268987,ENSG00000268987.1,ENSG00000268987.1-268987
ENSG00000268475,ENSG00000268475.1,ENSG00000268475.1-268475
ENSG00000105341,DMAC2,DMAC2-105341
ENSG00000277136,Metazoa_SRP,Metazoa_SRP-277136
ENSG00000267107,PCAT19,PCAT19-267107
ENSG00000289298,ENSG00000289298.2,ENSG00000289298.2-289298
ENSG00000268355,ENSG00000268355.1,ENSG00000268355.1-268355
ENSG00000270164,LINC01480,LINC01480-270164
ENSG00000268027,ENSG00000268027.5,ENSG00000268027.5-268027
ENSG00000280014,ENSG00000280014.1,ENSG00000280014.1-280014
ENSG00000291001,ENSG00000291001.1,ENSG00000291001.1-291001
ENSG00000269354,ENSG00000269354.1,ENSG00000269354.1-269354
ENSG00000268582,ENSG00000268582.1,ENSG00000268582.1-268582
ENSG00000267881,ENSG00000267881.2,ENSG00000267881.2-267881
ENSG00000268833,ENSG00000268833.1,ENSG00000268833.1-268833
ENSG00000278239,ENSG00000278239.1,ENSG00000278239.1-278239
ENSG00000105372,RPS19,RPS19-105372
ENSG00000285505,ENSG00000285505.1,ENSG00000285505.1-285505
ENSG00000289115,ENSG00000289115.1,ENSG00000289115.1-289115
ENSG00000254887,LNROP,LNROP-254887
ENSG00000259436,POU2F2-AS2,POU2F2-AS2-259436
ENSG00000288671,ENSG00000288671.1,ENSG00000288671.1-288671
ENSG00000268643,ENSG00000268643.2,ENSG00000268643.2-268643
ENSG00000279539,ENSG00000279539.1,ENSG00000279539.1-279539
ENSG00000213904,LIPE-AS1,LIPE-AS1-213904
ENSG00000268605,ENSG00000268605.1,ENSG00000268605.1-268605
ENSG00000269374,ENSG00000269374.1,ENSG00000269374.1-269374
ENSG00000243167,RPS10P28,RPS10P28-243167
ENSG00000225877,PSG8-AS1,PSG8-AS1-225877
ENSG00000291235,ENSG00000291235.1,ENSG00000291235.1-291235
ENSG00000282943,PSG11-AS1,PSG11-AS1-282943
ENSG00000227606,ENSG00000227606.2,ENSG00000227606.2-227606
ENSG00000231412,LINC03078,LINC03078-231412
ENSG00000272396,ENSG00000272396.1,ENSG00000272396.1-272396
ENSG00000269177,ENSG00000269177.1,ENSG00000269177.1-269177
ENSG00000268361,ENSG00000268361.1,ENSG00000268361.1-268361
ENSG00000269583,ENSG00000269583.1,ENSG00000269583.1-269583
ENSG00000283525,ENSG00000283525.2,ENSG00000283525.2-283525
ENSG00000290609,ENSG00000290609.1,ENSG00000290609.1-290609
ENSG00000268601,ENSG00000268601.1,ENSG00000268601.1-268601
ENSG00000278917,ENSG00000278917.1,ENSG00000278917.1-278917
ENSG00000267058,ENSG00000267058.1,ENSG00000267058.1-267058
ENSG00000286613,ENSG00000286613.1,ENSG00000286613.1-286613
ENSG00000267191,ZNF45-AS1,ZNF45-AS1-267191
ENSG00000277806,ENSG00000277806.1,ENSG00000277806.1-277806
ENSG00000278492,ENSG00000278492.1,ENSG00000278492.1-278492
ENSG00000266921,ZNF230-DT,ZNF230-DT-266921
ENSG00000267144,ZNF222-DT,ZNF222-DT-267144
ENSG00000267022,ENSG00000267022.1,ENSG00000267022.1-267022
ENSG00000186019,ZNF225-AS1,ZNF225-AS1-186019
ENSG00000289428,ENSG00000289428.2,ENSG00000289428.2-289428
ENSG00000287035,ENSG00000287035.1,ENSG00000287035.1-287035
ENSG00000279103,ENSG00000279103.1,ENSG00000279103.1-279103
ENSG00000270679,ENSG00000270679.1,ENSG00000270679.1-270679
ENSG00000267173,ENSG00000267173.1,ENSG00000267173.1-267173
ENSG00000267188,ENSG00000267188.1,ENSG00000267188.1-267188
ENSG00000267614,ENSG00000267614.1,ENSG00000267614.1-267614
ENSG00000224366,ENSG00000224366.1,ENSG00000224366.1-224366
ENSG00000266903,CEACAM16-AS1,CEACAM16-AS1-266903
ENSG00000279095,ENSG00000279095.1,ENSG00000279095.1-279095
ENSG00000252200,ENSG00000252200.1,ENSG00000252200.1-252200
ENSG00000288773,ENSG00000288773.2,ENSG00000288773.2-288773
ENSG00000236807,ENSG00000236807.1,ENSG00000236807.1-236807
ENSG00000285128,ENSG00000285128.1,ENSG00000285128.1-285128
ENSG00000267282,LNCOB1,LNCOB1-267282
ENSG00000130204,TOMM40,TOMM40-130204
ENSG00000280087,ENSG00000280087.1,ENSG00000280087.1-280087
ENSG00000267114,ENSG00000267114.1,ENSG00000267114.1-267114
ENSG00000267348,GEMIN7-AS1,GEMIN7-AS1-267348
ENSG00000267044,ENSG00000267044.1,ENSG00000267044.1-267044
ENSG00000242675,RPS16P9,RPS16P9-242675
ENSG00000267757,EML2-AS1,EML2-AS1-267757
ENSG00000279407,ENSG00000279407.1,ENSG00000279407.1-279407
ENSG00000259605,ENSG00000259605.3,ENSG00000259605.3-259605
ENSG00000267395,DM1-AS,DM1-AS-267395
ENSG00000268434,ENSG00000268434.5,ENSG00000268434.5-268434
ENSG00000269148,SYMPK-AS1,SYMPK-AS1-269148
ENSG00000268401,ENSG00000268401.2,ENSG00000268401.2-268401
ENSG00000267922,ENSG00000267922.1,ENSG00000267922.1-267922
ENSG00000268053,ENSG00000268053.1,ENSG00000268053.1-268053
ENSG00000269729,ENSG00000269729.1,ENSG00000269729.1-269729
ENSG00000268621,IGFL2-AS1,IGFL2-AS1-268621
ENSG00000268460,ENSG00000268460.2,ENSG00000268460.2-268460
ENSG00000269637,RPL12P41,RPL12P41-269637
ENSG00000269745,ENSG00000269745.1,ENSG00000269745.1-269745
ENSG00000277748,ENSG00000277748.1,ENSG00000277748.1-277748
ENSG00000269124,ENSG00000269124.1,ENSG00000269124.1-269124
ENSG00000268810,ENSG00000268810.1,ENSG00000268810.1-268810
ENSG00000291298,ENSG00000291298.1,ENSG00000291298.1-291298
ENSG00000269151,PPP5C-AS1,PPP5C-AS1-269151
ENSG00000204850,ENSG00000204850.4,ENSG00000204850.4-204850
ENSG00000278797,ENSG00000278797.1,ENSG00000278797.1-278797
ENSG00000269292,ENSG00000269292.1,ENSG00000269292.1-269292
ENSG00000279161,ENSG00000279161.1,ENSG00000279161.1-279161
ENSG00000245598,DACT3-AS1,DACT3-AS1-245598
ENSG00000269487,ENSG00000269487.1,ENSG00000269487.1-269487
ENSG00000222614,Y_RNA,Y_RNA-222614
ENSG00000275719,ENSG00000275719.1,ENSG00000275719.1-275719
ENSG00000275862,ENSG00000275862.1,ENSG00000275862.1-275862
ENSG00000269014,ENSG00000269014.1,ENSG00000269014.1-269014
ENSG00000289915,ENSG00000289915.1,ENSG00000289915.1-289915
ENSG00000286669,ENSG00000286669.1,ENSG00000286669.1-286669
ENSG00000288827,ENSG00000288827.1,ENSG00000288827.1-288827
ENSG00000287896,ENSG00000287896.1,ENSG00000287896.1-287896
ENSG00000268061,NAPA-AS1,NAPA-AS1-268061
ENSG00000279861,ENSG00000279861.1,ENSG00000279861.1-279861
ENSG00000268746,ENSG00000268746.1,ENSG00000268746.1-268746
ENSG00000277383,BICRA-AS2,BICRA-AS2-277383
ENSG00000269806,BICRA-AS1,BICRA-AS1-269806
ENSG00000278999,ENSG00000278999.1,ENSG00000278999.1-278999
ENSG00000105373,NOP53,NOP53-105373
ENSG00000269656,NOP53-AS1,NOP53-AS1-269656
ENSG00000213035,RPL23AP80,RPL23AP80-213035
ENSG00000271150,ENSG00000271150.1,ENSG00000271150.1-271150
ENSG00000259108,LINC01595,LINC01595-259108
ENSG00000269420,PLA2G4C-AS1,PLA2G4C-AS1-269420
ENSG00000269534,ENSG00000269534.5,ENSG00000269534.5-269534
ENSG00000269321,ENSG00000269321.1,ENSG00000269321.1-269321
ENSG00000280353,ENSG00000280353.1,ENSG00000280353.1-280353
ENSG00000268583,ENSG00000268583.2,ENSG00000268583.2-268583
ENSG00000268001,CARD8-AS1,CARD8-AS1-268001
ENSG00000268186,ZNF114-AS1,ZNF114-AS1-268186
ENSG00000268530,ENSG00000268530.6,ENSG00000268530.6-268530
ENSG00000268465,ENSG00000268465.1,ENSG00000268465.1-268465
ENSG00000287603,ENSG00000287603.1,ENSG00000287603.1-287603
ENSG00000063177,RPL18,RPL18-63177
ENSG00000268093,ENSG00000268093.1,ENSG00000268093.1-268093
ENSG00000286024,ENSG00000286024.3,ENSG00000286024.3-286024
ENSG00000235191,NUCB1-AS1,NUCB1-AS1-235191
ENSG00000260366,ENSG00000260366.1,ENSG00000260366.1-260366
ENSG00000267898,ENSG00000267898.1,ENSG00000267898.1-267898
ENSG00000267335,ENSG00000267335.2,ENSG00000267335.2-267335
ENSG00000268669,ENSG00000268669.1,ENSG00000268669.1-268669
ENSG00000269706,ENSG00000269706.1,ENSG00000269706.1-269706
ENSG00000283663,ENSG00000283663.1,ENSG00000283663.1-283663
ENSG00000283251,ENSG00000283251.2,ENSG00000283251.2-283251
ENSG00000268108,ENSG00000268108.1,ENSG00000268108.1-268108
ENSG00000268287,ENSG00000268287.1,ENSG00000268287.1-268287
ENSG00000197813,ENSG00000197813.6,ENSG00000197813.6-197813
ENSG00000268157,ENSG00000268157.1,ENSG00000268157.1-268157
ENSG00000268686,ENSG00000268686.2,ENSG00000268686.2-268686
ENSG00000269469,ENSG00000269469.1,ENSG00000269469.1-269469
ENSG00000273189,ENSG00000273189.1,ENSG00000273189.1-273189
ENSG00000142541,RPL13A,RPL13A-142541
ENSG00000142534,RPS11,RPS11-142534
ENSG00000207073,Y_RNA,Y_RNA-207073
ENSG00000268636,ENSG00000268636.1,ENSG00000268636.1-268636
ENSG00000268677,ENSG00000268677.1,ENSG00000268677.1-268677
ENSG00000243829,ENSG00000243829.1,ENSG00000243829.1-243829
ENSG00000269194,ENSG00000269194.1,ENSG00000269194.1-269194
ENSG00000268006,PTOV1-AS1,PTOV1-AS1-268006
ENSG00000268047,ENSG00000268047.1,ENSG00000268047.1-268047
ENSG00000269352,PTOV1-AS2,PTOV1-AS2-269352
ENSG00000269179,ENSG00000269179.1,ENSG00000269179.1-269179
ENSG00000221125,U3,U3-221125
ENSG00000276729,Metazoa_SRP,Metazoa_SRP-276729
ENSG00000269091,ZNF473-AS1,ZNF473-AS1-269091
ENSG00000204666,ZNF473CR,ZNF473CR-204666
ENSG00000269540,ENSG00000269540.1,ENSG00000269540.1-269540
ENSG00000267890,ENSG00000267890.1,ENSG00000267890.1-267890
ENSG00000287001,ENSG00000287001.3,ENSG00000287001.3-287001
ENSG00000276002,Metazoa_SRP,Metazoa_SRP-276002
ENSG00000267815,ENSG00000267815.1,ENSG00000267815.1-267815
ENSG00000269392,NR1H2-AS1,NR1H2-AS1-269392
ENSG00000142539,ENSG00000142539.9,ENSG00000142539.9-142539
ENSG00000268854,ENSG00000268854.1,ENSG00000268854.1-268854
ENSG00000268518,MYREM,MYREM-268518
ENSG00000289950,ENSG00000289950.1,ENSG00000289950.1-289950
ENSG00000268231,ENSG00000268231.1,ENSG00000268231.1-268231
ENSG00000268375,ENSG00000268375.1,ENSG00000268375.1-268375
ENSG00000284711,ENSG00000284711.1,ENSG00000284711.1-284711
ENSG00000267968,ENSG00000267968.1,ENSG00000267968.1-267968
ENSG00000269495,ENSG00000269495.1,ENSG00000269495.1-269495
ENSG00000279676,ENSG00000279676.1,ENSG00000279676.1-279676
ENSG00000267879,ENSG00000267879.2,ENSG00000267879.2-267879
ENSG00000269741,ENSG00000269741.5,ENSG00000269741.5-269741
ENSG00000268739,ENSG00000268739.1,ENSG00000268739.1-268739
ENSG00000268906,ENSG00000268906.1,ENSG00000268906.1-268906
ENSG00000268390,ENSG00000268390.1,ENSG00000268390.1-268390
ENSG00000267990,ENSG00000267990.1,ENSG00000267990.1-267990
ENSG00000267895,ENSG00000267895.1,ENSG00000267895.1-267895
ENSG00000269072,ENSG00000269072.2,ENSG00000269072.2-269072
ENSG00000269681,ENSG00000269681.1,ENSG00000269681.1-269681
ENSG00000268652,ENSG00000268652.1,ENSG00000268652.1-268652
ENSG00000290859,ENSG00000290859.1,ENSG00000290859.1-290859
ENSG00000268595,ENSG00000268595.1,ENSG00000268595.1-268595
ENSG00000268318,LINC01872,LINC01872-268318
ENSG00000267905,VSIG10L-AS1,VSIG10L-AS1-267905
ENSG00000267984,ENSG00000267984.1,ENSG00000267984.1-267984
ENSG00000269403,ENSG00000269403.1,ENSG00000269403.1-269403
ENSG00000268520,ENSG00000268520.1,ENSG00000268520.1-268520
ENSG00000268889,LIM2-AS1,LIM2-AS1-268889
ENSG00000254760,SIGLEC10-AS2,SIGLEC10-AS2-254760
ENSG00000255441,SIGLEC10-AS1,SIGLEC10-AS1-255441
ENSG00000268711,ENSG00000268711.1,ENSG00000268711.1-268711
ENSG00000269181,ENSG00000269181.1,ENSG00000269181.1-269181
ENSG00000268957,ENSG00000268957.1,ENSG00000268957.1-268957
ENSG00000268839,ENSG00000268839.1,ENSG00000268839.1-268839
ENSG00000268777,ENSG00000268777.1,ENSG00000268777.1-268777
ENSG00000269130,ENSG00000269130.1,ENSG00000269130.1-269130
ENSG00000289967,ENSG00000289967.1,ENSG00000289967.1-289967
ENSG00000289037,LINC01530,LINC01530-289037
ENSG00000269388,ENSG00000269388.1,ENSG00000269388.1-269388
ENSG00000267808,ENSG00000267808.1,ENSG00000267808.1-267808
ENSG00000244071,RPL9P33,RPL9P33-244071
ENSG00000243469,RPL7P51,RPL7P51-243469
ENSG00000269959,SPACA6-AS1,SPACA6-AS1-269959
ENSG00000286236,ENSG00000286236.1,ENSG00000286236.1-286236
ENSG00000268316,ENSG00000268316.1,ENSG00000268316.1-268316
ENSG00000269483,ENSG00000269483.2,ENSG00000269483.2-269483
ENSG00000283236,ENSG00000283236.1,ENSG00000283236.1-283236
ENSG00000268095,ZNF649-AS1,ZNF649-AS1-268095
ENSG00000283285,ENSG00000283285.1,ENSG00000283285.1-283285
ENSG00000269235,ZNF350-AS1,ZNF350-AS1-269235
ENSG00000275055,ENSG00000275055.2,ENSG00000275055.2-275055
ENSG00000260160,PROK2-DT,PROK2-DT-260160
ENSG00000270248,ENSG00000270248.1,ENSG00000270248.1-270248
ENSG00000267827,ENSG00000267827.5,ENSG00000267827.5-267827
ENSG00000268458,ENSG00000268458.1,ENSG00000268458.1-268458
ENSG00000243680,RPL37P23,RPL37P23-243680
ENSG00000267927,ENSG00000267927.1,ENSG00000267927.1-267927
ENSG00000268015,PPP2R1A-AS1,PPP2R1A-AS1-268015
ENSG00000277562,ENSG00000277562.1,ENSG00000277562.1-277562
ENSG00000207265,Y_RNA,Y_RNA-207265
ENSG00000269102,ENSG00000269102.1,ENSG00000269102.1-269102
ENSG00000269535,ENSG00000269535.1,ENSG00000269535.1-269535
ENSG00000269834,ZNF528-AS1,ZNF528-AS1-269834
ENSG00000277977,ENSG00000277977.1,ENSG00000277977.1-277977
ENSG00000288253,ENSG00000288253.1,ENSG00000288253.1-288253
ENSG00000278543,ENSG00000278543.1,ENSG00000278543.1-278543
ENSG00000269349,ENSG00000269349.1,ENSG00000269349.1-269349
ENSG00000289102,ENSG00000289102.1,ENSG00000289102.1-289102
ENSG00000242255,RPL39P34,RPL39P34-242255
ENSG00000268886,ENSG00000268886.1,ENSG00000268886.1-268886
ENSG00000290721,ENSG00000290721.1,ENSG00000290721.1-290721
ENSG00000268970,ENSG00000268970.1,ENSG00000268970.1-268970
ENSG00000290073,ENSG00000290073.1,ENSG00000290073.1-290073
ENSG00000269825,ENSG00000269825.3,ENSG00000269825.3-269825
ENSG00000288953,ENSG00000288953.1,ENSG00000288953.1-288953
